,timestamp,open,high,low
85904,1525104060000.0,0.00198607,0.00199155,0.00199155
85905,1525104120000.0,0.00199154,0.00200025,0.002
85906,1525104180000.0,0.002,0.00201,0.00201
85907,1525104240000.0,0.00201188,0.00202836,0.00202173
85908,1525104300000.0,0.00202572,0.00202835,0.00202172
85909,1525104360000.0,0.00202172,0.00202172,0.00201736
85910,1525104420000.0,0.00201734,0.00201818,0.00201415
85911,1525104480000.0,0.00201424,0.00202502,0.00202385
85912,1525104540000.0,0.00202385,0.00202835,0.00202201
85913,1525104600000.0,0.0020275,0.00202753,0.0020142
85914,1525104660000.0,0.0020142,0.00201567,0.00201367
85915,1525104720000.0,0.00201361,0.00201361,0.00201295
85916,1525104780000.0,0.00200999,0.00201361,0.00200902
85917,1525104840000.0,0.00200906,0.00201359,0.00201102
85918,1525104900000.0,0.00200922,0.00200922,0.0020050000000000003
85919,1525104960000.0,0.0020050000000000003,0.0020092,0.00200028
85920,1525105020000.0,0.00200118,0.00200323,0.0019863
85921,1525105080000.0,0.00198503,0.00199776,0.00199776
85922,1525105140000.0,0.00199469,0.0020077000000000003,0.00199315
85923,1525105200000.0,0.0019894,0.001991,0.00198402
85924,1525105260000.0,0.00198402,0.00198402,0.001983
85925,1525105320000.0,0.00198299,0.00198939,0.00198652
85926,1525105380000.0,0.00198939,0.00199499,0.00199499
85927,1525105440000.0,0.00199519,0.00199568,0.00199568
85928,1525105500000.0,0.00199435,0.002001,0.0019859
85929,1525105560000.0,0.00198589,0.00199468,0.00199453
85930,1525105620000.0,0.00198964,0.00199447,0.00199362
85931,1525105680000.0,0.00198896,0.00199354,0.00198739
85932,1525105740000.0,0.00198739,0.00200062,0.00198059
85933,1525105800000.0,0.00197961,0.00198181,0.00197719
85934,1525105860000.0,0.00197816,0.00199246,0.00199098
85935,1525105920000.0,0.00199244,0.00199244,0.00197664
85936,1525105980000.0,0.00198394,0.00198394,0.00198007
85937,1525106040000.0,0.00197779,0.00197874,0.00197502
85938,1525106100000.0,0.00197502,0.00198547,0.00197731
85939,1525106160000.0,0.00197403,0.00198104,0.00197443
85940,1525106220000.0,0.0019727,0.00197726,0.00197207
85941,1525106280000.0,0.00197405,0.00197869,0.00197744
85942,1525106340000.0,0.00197744,0.00198199,0.00197565
85943,1525106400000.0,0.00197565,0.00197898,0.00197077
85944,1525106460000.0,0.00197894,0.00198138,0.00198019
85945,1525106520000.0,0.00197999,0.00198025,0.00197499
85946,1525106580000.0,0.00197499,0.00198,0.00197648
85947,1525106640000.0,0.00197424,0.00197995,0.00197771
85948,1525106700000.0,0.00197577,0.0019777,0.00197001
85949,1525106760000.0,0.00197002,0.00197063,0.00196015
85950,1525106820000.0,0.00196015,0.00196015,0.00195402
85951,1525106880000.0,0.00195797,0.00195798,0.001955
85952,1525106940000.0,0.001955,0.0019575,0.00195051
85953,1525107000000.0,0.0019505,0.00195051,0.00194301
85954,1525107060000.0,0.001943,0.00194777,0.00194538
85955,1525107120000.0,0.00194288,0.00194552,0.00193801
85956,1525107180000.0,0.00193333,0.00193567,0.00193001
85957,1525107240000.0,0.00192899,0.00194822,0.00194027
85958,1525107300000.0,0.00194023,0.00194451,0.0019399
85959,1525107360000.0,0.0019399,0.00194627,0.0019383
85960,1525107420000.0,0.00193105,0.00193829,0.00193679
85961,1525107480000.0,0.00193678,0.00193678,0.00193307
85962,1525107540000.0,0.00193307,0.00193594,0.00193066
85963,1525107660000.0,0.00195993,0.00196566,0.00195173
85964,1525107720000.0,0.00194683,0.00195115,0.00195095
85965,1525107780000.0,0.0019471,0.00196115,0.00196115
85966,1525107840000.0,0.00195359,0.00196105,0.00195224
85967,1525107900000.0,0.00194989,0.00196085,0.00195398
85968,1525107960000.0,0.00194933,0.00195042,0.00195041
85969,1525108020000.0,0.00195001,0.00195126,0.00195126
85970,1525108080000.0,0.0019487999999999999,0.00195689,0.00195
85971,1525108140000.0,0.00195,0.00195112,0.00194725
85972,1525108200000.0,0.00194725,0.00194725,0.00194725
85973,1525108260000.0,0.00194725,0.0019567,0.00195539
85974,1525108320000.0,0.00195539,0.00196077,0.00195386
85975,1525108380000.0,0.00195993,0.00196026,0.00195883
85976,1525108440000.0,0.00195767,0.00196544,0.00196544
85977,1525108500000.0,0.00196025,0.00196226,0.00195735
85978,1525108560000.0,0.00195896,0.00195896,0.001957
85979,1525108620000.0,0.00195895,0.00195895,0.00194838
85980,1525108680000.0,0.00195,0.00195195,0.00194005
85981,1525108740000.0,0.00194502,0.00195094,0.0019430999999999997
85982,1525108800000.0,0.0019479,0.0019479,0.0019430999999999997
85983,1525108860000.0,0.0019430999999999997,0.00194695,0.00194164
85984,1525108920000.0,0.0019440000000000002,0.001946,0.001946
85985,1525108980000.0,0.001946,0.001946,0.00194171
85986,1525109040000.0,0.00194336,0.00194599,0.00194172
85987,1525109100000.0,0.001946,0.001946,0.00194476
85988,1525109160000.0,0.001946,0.001946,0.00193528
85989,1525109220000.0,0.00193955,0.00194008,0.00193931
85990,1525109280000.0,0.00193695,0.00195711,0.00195711
85991,1525109340000.0,0.00195705,0.00195896,0.00194169
85992,1525109400000.0,0.00194169,0.0019422,0.0019422
85993,1525109460000.0,0.00193921,0.00193921,0.00193421
85994,1525109520000.0,0.00194122,0.00194122,0.00193685
85995,1525109580000.0,0.00193685,0.00194285,0.00193837
85996,1525109640000.0,0.00193845,0.00193846,0.00193837
85997,1525109700000.0,0.00193837,0.00193851,0.00193851
85998,1525109760000.0,0.00193868,0.00194363,0.00194363
85999,1525109820000.0,0.00194903,0.00195213,0.00194518
86000,1525109880000.0,0.00194986,0.00194987,0.00194987
86001,1525109940000.0,0.00194923,0.00194926,0.0019420000000000001
86002,1525110000000.0,0.00194199,0.00194633,0.00194311
86003,1525110060000.0,0.00194306,0.0019487999999999999,0.001943
